70,"Curso-Taller: ""Gestión del proceso de enseñanza-aprendizaje en educación superior""",2018,Secretaría Académica  Universidad Autónoma de San Luis Potosí  México,30,8324-B94E47D8231B
71,Taller de superación docente acorde al perfil PROMEP,2015,Facultad de Ingeniería. UASLP México,30,A05B-AE7E97F1800E
72,Taller manejo del registro paleontológico ,2017,Instituto Nacional de Antropología e Historía México,40,A05B-AE7E97F1800E
73,Una metodología en la preparació material fósil para su preservación museologica.,2018,UASLP -  Brigham Young University México,40,A05B-AE7E97F1800E
74,Curso de Introducción a la Norma I ISO 90: 2015,2018,SUOKKE CONSULTORES S.C.   México,40,A05B-AE7E97F1800E
75,Cumplimiento de Obligaciones de Transparencia,2018,Instituto Nacional de Antropología e Historía México,30,A05B-AE7E97F1800E
76,Inducción a la Normatividad de la Facultad de Ingeniería,2016,Facultad de Ingeniería México,30,A05B-AE7E97F1800E
77,Sistema Unico de Registro de Bienes Muebles e Inmuebles Paleontológicos del INAH,2015,Instituto Nacional de Antropología e Historía México,40,A05B-AE7E97F1800E
78,Las Tic´s como herramienta en el proceso de la preparación del material fósil para su preservación museologica y el proceso enseñanza aprendizaje aplicadas a las Ciencias de la Tierra. ,2018,Facultad de Ingeniería UASLP México,32,A05B-AE7E97F1800E
79,Marcadores Biogeoquímicos aplicados a la Arqueología y Arqueozoología,2018,Facultad de Ingeniería UASLP - Instituto de geología UNAM México,32,A05B-AE7E97F1800E
80,Internacionalización de Planes de Estudio y Cursos de Carreras Profesionales,2015,Universidad Autónoma de San Luis Potosí México,20,A05B-AE7E97F1800E
81,Exploración de la Calidad y la escalabilidad de e-learning en la educación superior,2015,Universidad Autónoma de San Luis Potosí México,20,A05B-AE7E97F1800E
83,Idioma Inglés en Negocios,2017,Universidad Autónoma de San Luis Potosí México,80,A441-8582DDCA08DA
85,Idioma Inglés en Negocios,2018,Universidad Autónoma de San Luis Potosí México,80,A441-8582DDCA08DA
86,Idioma Inglés/English skills in hiher education as a key elemt to improve mobility and internationalization.Training for teachers,2017,Universidad Autónoma de San Luis Potosí México,40,A441-8582DDCA08DA
87,Sensibilización en Perspectiva de Género y Educación Superior ,2016,Universidad Autónoma de San Luis Potosí México,30,A441-8582DDCA08DA
90,Estrategias de formación para la incorporación de tecnologías 2020,2020,Universidad Autonoma de San Luis Potosi  Mexico,9,B5AB-202D985E099D
94,Elaboración de actividades no presenciales mediante espacios virtuales,2020,Universidad Autónoma de San Luis Potosí  México ,36,B5AB-202D985E099D
97,Workshop virtual para el Vinculador UASLP,2021,Universidad Autónoma de San Luis Potosí  México,7,B5AB-202D985E099D
99,Evolución para docentes,2011,Museo de Historia Natural  NY EE UU,100,B218-A54908A6BB47
100,Flexibilidad y competencias en la educación superior,2013,UASLP México,40,ABF0-4C88E47F1355
101,Introducción institucional  plataformas Blackboard y Self-service  Educación Basada en Competencias,2020,UPSLP México,30,ABF0-4C88E47F1355
102,Diplomado: Aulas de colaboración  evaluación y aprendizaje a través de Microsoft Teams,2020,Microsoft México México,40,ABF0-4C88E47F1355
103,Curso de Certificación Básica Edmodo,2020,Edmodo Estados Unidos,10,ABF0-4C88E47F1355
104,Manejo de las Herramientas de Blackboard- Básico,2020,UPSLP México,20,ABF0-4C88E47F1355
105,Manejo de las Herramientas de Blackboard- Avanzado,2020,UPSLP México,20,ABF0-4C88E47F1355
106,Introducción a la Normativa de la Facultad de Ingeniería,2021,UASLP México,12,ABF0-4C88E47F1355
107,Introducción a la Normativa de la Facultad de Ingeniería,2016, Universidad Autónoma de San Luis Potosí México,30,9530-9ECECA695F0B
108,Taller Virtual: Evaluación externa y autoevaluación MR2018,2020,CACEI México,30,9530-9ECECA695F0B
109,Talleres: Estrategia de formación para la incorporación de tecnologías 2020 y Aspectos avanzados de Didac-Tic,2020,Secretaría Académica. UASLP México,6,9530-9ECECA695F0B
110,Programa de formación docente FI-UASLP,2021,Universidad Autónoma de San Luis Potosí  Facultad de Ingeniería México,30,B28E-F8E515736A4E
111,Proceso de Acreditación  integración de la AutoeVALUACIÓN,2021,Universidad Autónoma de San Luis Potosí  Facultad de Ingeniería México,30,B28E-F8E515736A4E
118,TALLERES DE DIVULGACIÓN,2018,CONSEJO POTOSINO DE CIENCIA Y TECNOLOGIA MÉXICO,8,9AC3-2DA92C92DF7C
119,Diplomado en Competencias Docentes para la Virtualización,2004,Universidad del Centro de México México,60,8012-B07EC3B654AF
120,Estrategias para el diseño de programas,2010,UASLP México,30,8012-B07EC3B654AF
121,Diplomado en Estrategias Didácticas con enfoque en TIC,2014,Universidad del Centro de México México,40,8012-B07EC3B654AF
122,Diplomado en Herramientas para la planeación del proceso EA,2014,Universidad del Centro de México México,40,8012-B07EC3B654AF
123,ARCHICAD Y AUTOCAD,2001,INFORMÁTICA TECNOLÓGICA DE COMPUTO MEXICO,40,AF61-CCDA86355C16
124,USOS MODERNOS DEL CONCRETO,2004,PORTLAN CEMENT ASSOCIATION ESTADOS UNIDOS DE AMERICA,5,AF61-CCDA86355C16
125,ARTE EN EL CEMENTO BLANCO,2004,PORTLAN CEMENT ASSOCIATION ESTADOS UNIDOS DE AMERICA,4,AF61-CCDA86355C16
126,CONSTRUCCION SUSTENTABLE PARA EL NUEVO MILENIO,2004,PORTLAN CEMENT ASSOCIATION ESTADOS UNIDOS DE AMERICA,4,AF61-CCDA86355C16
127,DIPLOMADO EN PROYECTO  CONSTRUCCIÓN Y CONSERVACIÓN DE CARRETERAS,2016,INSTITUTO MEXICANO DEL TRANSPORTE MEXICO,96,AF61-CCDA86355C16
128,FORMACIÓN DE INSTRUCTORES,2007,BOMBEROS VOLUNTARIOS DE SAN LUIS POTOSI México,40,B548-C001774C5E41
129,REGISTRO COMO AGENTE CAPACITADOR EXTERNO,2003,STPS México,8,B548-C001774C5E41
130,IMPARTICIÓN DE CURSOS DE CAPITAL HUMANO,2019,SER CONOCER México,40,B548-C001774C5E41
141,Normativa universitaria  perspectiva de género y derechos humanos en el ámbito universitario,2021,Universidad Autónoma de San Luis Potosí México,12,9FEF-FEB0A53EA59D
142,Curso Taller ?Transitando hacia nuevas modalidades de aprendizaje?,2021,Universidad Autónoma de San Luis Potosí México,40,B260-9109B86AFBA4
143,"Curso ""Elaboración de actividades no presenciales mediante espacios virtuales""",2020,Universidad Autónoma de San Luis Potosí México,36,B260-9109B86AFBA4
144,curso: La tutoría como elemento fundamental en la formación integral de los estudiantes,2018,Universidad Autónoma de San Luis Potosí México,30,B260-9109B86AFBA4
145,Seminario Estrategias de Gestión de Recursos para Investigación e Innovación,2021,Universidad Autónoma de San Luis Potosí México,20,B260-9109B86AFBA4
146,"Curso -taller ""Edición básica de recursos educativos gráficos""",2019,Universidad Autónoma de San Luis Potosí México,8,B260-9109B86AFBA4
147,curso taller ?Herramientas para publicar en revistas científicas: Recursos esenciales para la investigación?,2019,Universidad Autónoma de San Luis Potosí México,12,B260-9109B86AFBA4
148,Taller de superación Docente acorde al perfil ,2018,PRODEP México,30,B28E-F8E515736A4E
149,Actividades no presenciales mediadas por virtuales ,2019,Universidad Autónoma de San Luis Potosí  Facultad de Ingeniería México,15,B28E-F8E515736A4E
150,Curso en las rubricas en la evaluación de competencias ,2013,Universidad Autónoma de San Luis Potosí  Facultad de Ingeniería México,30,B28E-F8E515736A4E
151,La tutoria como elemento fundamental en la formación integral de los estudiantes ,2018,Universidad Autónoma de San Luis Potosí  Facultad de Ingeniería México,30,B28E-F8E515736A4E
153,Normativa Universitaria y Responsabilidades Administrativas desde en el enfoque de Derechos Humanos,2020,Universidad Autónoma de San Luis Potosí México,20,8780-3F2C8DA8FB2D
154,Prevention of harassment in the workplace,2015,University of Gannon Estados Unidos de América,4,8780-3F2C8DA8FB2D
155,Curso: Estructuración de actividades no presenciales a través de Didac-Tic,2020,Universidad Autónoma de San Luis Potosí México,36,8B57-58A0B378F8A1
156,Transformando la educaciòn,2021,Pearson Hispanoamérica,6,8B57-58A0B378F8A1
157,Capacitación de la Plataforma Nature.com,2021,NULL,2,8B57-58A0B378F8A1
158,Estrategia de formación para la incorporación de tecnologías 2020,2020,Universidad Autónoma de San Luis Potosí México,3,8B57-58A0B378F8A1
159,Modulo sobre Plagio,2020,NULL,1,8B57-58A0B378F8A1
160,Taller Medición del aprendizaje y seguimiento profesional de egresados en el entorno mundial de la Educación Superior,2016,Federación de Instituciones Mexicanas Particulares de  Educación Superior FIMPES México,10,A64C-59DFAE96FC05
161,Coloquio Nacional de formación y trabajo,2016,Universidad Autónoma de San Luis Potosí México,40,A64C-59DFAE96FC05
162,Taller general de enfoque a resultados,2017,Federación de Instituciones Mexicanas Particulares de  Educación Superior FIMPES México,12,A64C-59DFAE96FC05
163,Medición del aprendizaje para la toma de decisiones ,2020,Federación de Instituciones Mexicanas Particulares de  Educación Superior FIMPES México,12,A64C-59DFAE96FC05
164,Congreso de Integridad Académica,2020,Universidad de Monterrey México,16,A64C-59DFAE96FC05
165,Evaluación de atributo de egreso,2020,CACEI México,10,A64C-59DFAE96FC05
166,Investigación educativa,2021,HLM consulting & Engineering México,15,A64C-59DFAE96FC05
167,CURSO TALLER TRABAJO DOCENTE ENRIQUECIDO MEDIANTE TIC,2018,Universidad Atonoma de San Luis Potosi México,48,B91E-9B0E4E43E39D
168,TALLER DE EVALUADORES CACEI MARCO DE REFERENCIA DE INGENIERIAS 2018 EN EL CONTEXTO INTERNACIONAL,2018,Universidad Atonoma de San Luis Potosi México,20,B91E-9B0E4E43E39D
169,CURSO: LA TUTORIA COMO ELEMENTO FUNDAMENTAL EN LA FORMACION INTEGRAL DE LOS ESTUDIANTES,2018,Universidad Atonoma de San Luis Potosi México,30,B91E-9B0E4E43E39D
170,TALLER DE SUPERACION DOCENTE ACORDE AL PERFIL PRODEP,2018,Universidad Atonoma de San Luis Potosi México,30,B91E-9B0E4E43E39D
171,CURSO: ESTRUCTURACION DE ACTIVIDADES NO PRESENCIALES A TRAVES DE DIDACTIC,2020,Universidad Atonoma de San Luis Potosi México,36,B91E-9B0E4E43E39D
172,Diplomado en Proyect Management.,2019,Univeridad Autónoma de San Luis Potosí México,180,91D7-34FF3F297B62
173,Diplomado de Capacitación a Docentes para Impartir Materias Disciplinares en Inglés. ,2019,ELT Services y Trinity College London-UASLP  México,120,91D7-34FF3F297B62
174,Diplomado en Habilidades Gerenciales (Soft Skills).,2018,UASLP México,180,91D7-34FF3F297B62
176,Diplomado en Alta Dirección ,2016,Universidad del Centro de México México,105,91D7-34FF3F297B62
177,Liderazgo efectivo para el siglo XXI,2020,UASLP México,32,91D7-34FF3F297B62
179,Introducción a la Normatividad de la Facultad de Ingeniería,2016,Universidad Autónoma de San Luis Potosí México,30,8B55-2FD9C2CDB9DB
180,Taller de Acompañamiento para el diseño y seguimiento curricular,2019,Universidad Autónoma de San Luis Potosí México,29,8B55-2FD9C2CDB9DB
181,Evaluación externa y autoevaluación MR2018: ,2020,CACEI México,30,8B55-2FD9C2CDB9DB
182,La tutoría como elemento fundamental en la formación integral de los estudiantes. UASLP,2018,UASLP México,30,91D7-34FF3F297B62
183,Curso: Taller de superación docente  acorde al perfil PRODEP. ,2018,UASLP México,30,91D7-34FF3F297B62
184,Curso: English Applied to Business.,2016,UASLP México,40,91D7-34FF3F297B62
185,English skills in higher education as a key element to improve mobility and internationalization. Training course for teachers,2017,Universidad Autónoma de San Luis Potosí México,40,BC92-8E3D54432C8E
186,La tutoría como elemento fundamental en la formación integral de los estudiantes,2018,Universidad Autónoma de San Luis Potosí México,30,BC92-8E3D54432C8E
187,Actividades no presenciales mediadas por espacios virtuales,2019,Universidad Autónoma de San Luis Potosí México,15,BC92-8E3D54432C8E
188,INTRODUCCIÓN A LA NORMATIVA DE LA FACULTAD DE INGENIERÍA,2021,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ ESTADOS UNIDOS MEXICANOS,9,A8DF-1E597B3CE75A
189, ESTRATEGIA DE FORMACIÓN PARA LA INCORPORACIÓN DE TECNOLOGÍAS 2020,2020,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ ESTADOS UNIDOS MEXICANOS,6,A8DF-1E597B3CE75A
190,HABILIDADES DIGITALES PARA LA IMPARTICIÓN DE CURSOS ON LINE,2020,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ ESTADOS UNIDOS MEXICANOS,32,A8DF-1E597B3CE75A
191,ELABORACIÓN DE ACTIVIDADES NO PRESENCIALES MEDIANTE ESPACIOS VIRTUALES,2020,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ ESTADOS UNIDOS MEXICANOS,36,A8DF-1E597B3CE75A
192,ASPECTOS ESCENCIALES DE DIDACTIC,2020,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ ESTADOS UNIDOS MEXICANOS,3,A8DF-1E597B3CE75A
193,ENSEÑAR EN LA UNIVERSIDAD EN TIEMPOS DE PANDEMIA,2020,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ ESTADOS UNIDOS MEXICANOS,1,A8DF-1E597B3CE75A
194,METODOLOGÍA DE LA INVESTIGACIÓN,2019,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ ESTADOS UNIDOS MEXICANOS,30,A8DF-1E597B3CE75A
195,HABILIDADES DIGITALES ,2019,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ ESTADOS UNIDOS MEXICANOS,30,A8DF-1E597B3CE75A
196,ESTRATEGIAS PARA LA EVALUACIÓN DE RESULTADOS DE APRENDIZAJE EN EL MARCO DEL ME UASLP,2017,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ ESTADOS UNIDOS MEXICANOS,30,A8DF-1E597B3CE75A
197,CURSO TALLER MOODLE 2.7,2017,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ ESTADOS UNIDOS MEXICANOS,30,A8DF-1E597B3CE75A
198,SENSIBILIZACIÓN EN PERSPECTIVA DE GÉNERO Y EDUCACIÓN SUPERIOR,2016,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ ESTADOS UNIDOS MEXICANOS,30,A8DF-1E597B3CE75A
199,INDUCCIÓN A LA NORMATIVA DE LA FACULTAD DE INGENIERÍA,2016,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ ESTADOS UNIDOS MEXICANOS,30,A8DF-1E597B3CE75A
200,PLANEACIÓN DE ACTIVIDADES PARA MEDICIÓN DEL LOGRO DE STUDENT INCOMES,2015,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ ESTADOS UNIDOS MEXICANOS,30,A8DF-1E597B3CE75A
201,USO DE SITIO WEB PARA ACADEMIA,2020,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ ESTADOS UNIDOS MEXICANOS,2,A8DF-1E597B3CE75A
203,MODELO UNIVERSITARIO DE FORMACIÓN INTEGRAL DE LA UASLP,2015,UNIVERSIDAD AUTÓNOMA DE SAN LUIS POTOSÍ ESTADOS UNIDOS MEXICANOS,2,A8DF-1E597B3CE75A
204,Introducción a la Normativa de la Facultad de Ingeniería,2016,UASLP México,30,91D7-34FF3F297B62
205,Transitando a nuevos modelos educativos,2021,Facultad de Ingeniería UASLP México,30,AC0C-96144F0179CC
206,Evaluación externa y autoevaluación MR2018,2020,CACEI México,30,AC0C-96144F0179CC
207,Inducción a la Normativa de la Facultad,2016,Facultad de Ingeniería UASLP México,30,AC0C-96144F0179CC
208,Inducción a la Normativa de la Facultad,2020,Facultad de Ingeniería UASLP México,10,AC0C-96144F0179CC
209,DIPLOMADO,2019,SEER México,40,87F8-E1F97A6359BE
210,TIC para el desarrollo de material didáctico multimedia,2017,Universidad Autónoma de San Luis Potosí  Facultad de Ciencias México,30,B2B9-C9CB95F55072
211,Trabajo docente enriquecido mediante TIC,2017,Universidad Autónoma de San Luis Potosí México,40,B2B9-C9CB95F55072
212,Estrategias de Formación para la incorporación de Tecnologías 2020,2020,Universidad Autónoma de San Luis Potosí México,9,BCA4-02D1D7285BF0
213,Manejo de espacios virtuales,2020,Universidad Autónoma de San Luis Potosí México,40,BCA4-02D1D7285BF0
214,Elaboración de actividades no presenciales mediante espacios virtuales,2020,Universidad Autónoma de San Luis Potosí México,36,BCA4-02D1D7285BF0
215,Evaluación de atributos de egreso e instrumentos de medición,2020,Consejo de Acreditación de la Enseñanza de la Ingeniería  A.C.  México,9,BCA4-02D1D7285BF0
216,Planeación y Ejecución de una sesión de clase por competencias,2010,Centro Evaluador Colabora  México,24,BCA4-02D1D7285BF0
217,Diplomado en Formación de Habilidades Docentes,2004,Instituto Técnologico de Estudios Superiores de Monterrey México,50,BCA4-02D1D7285BF0
218,Diplomado en Habilidades Docente,2006,Universidad Champagnat  campus San Luis Potosí México,160,BCA4-02D1D7285BF0
219,Diplomado en Competencias Digitales Docentes ,2021,Universidad Autónoma de San Luis Potosí México,185,BCA4-02D1D7285BF0
220,Curso Taller Creación de Recursos Educativos en Video,2020,Universidad Autónoma de San Luis Potosí México,3,BCA4-02D1D7285BF0
221,Curso Taller Creación de Recursos Educativos en Audio,2020,Universidad Autónoma de San Luis Potosí México,3,BCA4-02D1D7285BF0
222,Transitando hacia nuevas modalidades de aprendizaje,2021,Universidad Autónoma de San Luis Potosí México,20,BCA4-02D1D7285BF0
223,Actividades no presencuiales mediadas por espacios virtuales,2019,Universidad Autónoma de San Luis Potosí México,15,9AC3-2DA92C92DF7C
224,Inducción a la Normativa de la Facultad de Ingeniería,2019,Universidad Autónoma de San Luis Potosí México,201,9AC3-2DA92C92DF7C
225,Teoria del Fuego - Uso y majeno de extintores,2019,Universidad Autónoma de San Luis Potosí México,2,9AC3-2DA92C92DF7C
226,Curso virtual ePROTECT Infecciones respiratorias: Salud y seguridad ocupacional,2020,Organización Panamericana de la Salud México,2,9AC3-2DA92C92DF7C
227,Curso-Taller: Inducción a la normativa de la Facultad de Ingeniería,2016,Universidad Autónoma de San Luis Potosí/Facultad de Ingeniería México,30,9F2E-690464EFFA85
229,Curso: English skills in higher education as a key element to improve mobility and internationalization. Training course for teachers,2017,Universidad Autónoma de San Luis Potosí/Facultad de Contaduría y Administración México,40,9F2E-690464EFFA85
230,Taller: Las TIC como herramientas en el proceso de la preparación del material fósil para su preservación museológica y el proceso de enseñanza-aprendizaje aplicadas a las Ciencias de la Tierra,2018,Universidad Autónoma de San Luis Potosí/Facultad de Ingeniería México,32,9F2E-690464EFFA85
232,Curso: La tutoría como elemento fundamental en la formación integral de estudiantes,2018,Universidad Autónoma de San Luis Potosí/División de Servicios Estudiantiles México,30,9F2E-690464EFFA85
233,Curso: Actividades no presenciales mediadas por espacios virtuales,2019,Universidad Autónoma de San Luis Potosí/Secretaria Académica México,15,9F2E-690464EFFA85
234,Taller: Recursos lúdicos TIC en el proceso de enseñanza - aprendizaje,2019,Universidad Autónoma de San Luis Potosí/Secretaria Académica México,4,9F2E-690464EFFA85
242,Curso-Taller Introducción a la normatividad de la Facultad de Ingeniería,2020,Universidad Autonoma de San Luis Potosi México,10,A5A7-43F2C26C43A5
249,Transitando hacia nuevas modalidades de aprendizaje,2021,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI MEXICO,30,9839-3CF62708AA7C
250,Programa de Formación Docente FI-UASLP-G2,2021,Universidad Autónoma de San Luis Potosí Mexico,15,8B17-B9D38A9C7EC5
254,Curso elaboración de actividades no presenciales mediante espacios virtuales,2020,SECRETARIA ACADEMICA UASLP MÉXICO,36,B579-BDC7A118DF08
255,Curso Transitando hacia nuevas modalidades de aprendizaje,2021,FACULTAD DE INGENIERIA UASLP MÉXICO,30,B579-BDC7A118DF08
256,Talleres de acompañamiento para el diseño y seguimiento curricular en reestructuración,2018,Secretaría Académica UASLP México,11,A16C-AFA7E8FEEA6F
257,Taller de Inducción a la Normativa de la Facultad de Ingeniería,2018,Facultad de Ingeniería UASP México,12,A16C-AFA7E8FEEA6F
258,La tutoría como elemento fundamental en la formación integral de los estudiantes,2019,UASLP México,30,A16C-AFA7E8FEEA6F
259,Taller de Introducción al manejo de espacios virtuales de aprendizaje y colaboración v2,2018,Secretaría Académica UASLP México,40,A16C-AFA7E8FEEA6F
260,Talleres de la Estrategia de formación para la incorporación de tecnologías 2018,2018,Secretaría Académica UASLP México,3,A16C-AFA7E8FEEA6F
261,Taller gestión del proceso de enseñanza aprendizaje en educación superior,2018,Secretaría Académica UASLP México,30,A16C-AFA7E8FEEA6F
262,Talleres de acompañamiento para el diseño y seguimiento curricular en reestructuraciones 2018-2019,2018,Secretaría Académica UASLP México,11,A16C-AFA7E8FEEA6F
263,uso de sitio web para academias,2020,Facultad de Ingeniería UASP México,2,A16C-AFA7E8FEEA6F
264,Herramientas del lenguaje: comunicar par ala vida,2020,SEP México,30,A16C-AFA7E8FEEA6F
265,Resolución de conflictos,2020,Plataforma México X México,30,A16C-AFA7E8FEEA6F
266,Las relaciones laborales desde una perspectiva de género,2020,UnADM México,30,A16C-AFA7E8FEEA6F
267,Microsoft Teams para clases virtuales,2020,SEP México,30,A16C-AFA7E8FEEA6F
268,Certificado de competencia laboral en el estándar de competencias,2020,CONOCER México,30,A16C-AFA7E8FEEA6F
269,Claves para la innovación en la docencia universitaria. Curso (no presencial),2020,Universidad de Barcelona  España,12,8054-94BD7091D401
270,Curso-Taller: Transitando hacia nuevas modalidades de aprendizaje,2021,Universidad Autónoma de San Luis Potosí México,10,8054-94BD7091D401
271,Taller Recursos lúdicos TIC en el proceso de enseñanza y aprendizaje,2019,Universidad Autónoma de San Luis Potosí México,4,8054-94BD7091D401
272,"DOCENTE ""DOCUMENTOS INTELIGENTES""",2020,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI MEXICO,10,AB90-245EB7372B3D
273,"DOCENTE ""MINDFULNESS EN LA PRODUCTIVIDAD LABORAL""",2020,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI MEXICO,10,AB90-245EB7372B3D
